property_id,adresse,by_og_zip,ejendomsværdi_2024,grundværdi_2024,ejendomsværdi_2022,grundværdi_2022
917,"Weidekampsgade 31, 1 tv",2300 København S,5.114.000 kr.,3.002.000 kr.,,
918,"Weidekampsgade 31, 2 th",2300 København S,5.752.000 kr.,3.384.000 kr.,,
919,"Weidekampsgade 31, 2 tv",2300 København S,5.165.000 kr.,3.028.000 kr.,,
920,"Weidekampsgade 31, 3 th",2300 København S,5.842.000 kr.,3.430.000 kr.,,
921,"Weidekampsgade 31, 3 tv",2300 København S,5.247.000 kr.,3.070.000 kr.,,
922,"Weidekampsgade 31, 4 th",2300 København S,5.965.000 kr.,3.493.000 kr.,,
923,"Weidekampsgade 31, 4 tv",2300 København S,5.358.000 kr.,3.125.000 kr.,,
924,"Weidekampsgade 31, 5 th",2300 København S,5.354.000 kr.,3.123.000 kr.,,
925,Rosenvængets Allé 18,2100 København Ø,,36.632.000 kr.,,
926,"Weidekampsgade 31, 5 tv",2300 København S,8.537.000 kr.,4.776.000 kr.,,
927,"Weidekampsgade 31, 6",2300 København S,5.011.000 kr.,2.883.000 kr.,,
928,"Weidekampsgade 33, st tv",2300 København S,6.021.000 kr.,3.570.000 kr.,,
929,"Weidekampsgade 33, st th",2300 København S,5.619.000 kr.,3.333.000 kr.,,
930,"Weidekampsgade 33, 1 th",2300 København S,6.736.000 kr.,3.705.000 kr.,,
931,"Weidekampsgade 33, 1 tv",2300 København S,6.329.000 kr.,3.739.000 kr.,,
932,"Weidekampsgade 33, 2 th",2300 København S,6.805.000 kr.,3.737.000 kr.,,
933,"Weidekampsgade 33, 2 tv",2300 København S,6.393.000 kr.,3.772.000 kr.,,
934,"Weidekampsgade 33, 3 th",2300 København S,6.912.000 kr.,3.788.000 kr.,,
935,"Weidekampsgade 33, 3 tv",2300 København S,6.494.000 kr.,3.823.000 kr.,,
936,"Weidekampsgade 33, 4 th",2300 København S,7.057.000 kr.,3.857.000 kr.,,
937,"Weidekampsgade 33, 4 tv",2300 København S,6.631.000 kr.,3.893.000 kr.,,
938,"Weidekampsgade 33, 5 th",2300 København S,7.051.000 kr.,3.854.000 kr.,,
939,"Weidekampsgade 33, 5 tv",2300 København S,6.625.000 kr.,3.890.000 kr.,,
940,"Weidekampsgade 33, 6 th",2300 København S,5.635.000 kr.,3.278.000 kr.,,
941,"Weidekampsgade 33, 6 tv",2300 København S,6.200.000 kr.,3.618.000 kr.,,
942,"Weidekampsgade 35, st",2300 København S,5.159.000 kr.,3.083.000 kr.,,
943,"Weidekampsgade 35, 1 th",2300 København S,4.679.000 kr.,2.775.000 kr.,,
944,"Weidekampsgade 35, 1 tv",2300 København S,4.626.000 kr.,2.742.000 kr.,,
945,"Weidekampsgade 35, 2 th",2300 København S,4.726.000 kr.,2.800.000 kr.,4.797.000 kr.,2.819.000 kr.
946,"Weidekampsgade 35, 2 tv",2300 København S,4.673.000 kr.,2.766.000 kr.,4.743.000 kr.,2.785.000 kr.
947,"Weidekampsgade 35, 3 th",2300 København S,4.801.000 kr.,2.837.000 kr.,,
948,"Weidekampsgade 35, 3 tv",2300 København S,4.746.000 kr.,2.804.000 kr.,,
949,"Weidekampsgade 35, 4 th",2300 København S,4.901.000 kr.,2.888.000 kr.,,
950,"Weidekampsgade 35, 4 tv",2300 København S,4.846.000 kr.,2.853.000 kr.,,
951,,,,,,
952,"Weidekampsgade 35, 5 th",2300 København S,7.067.000 kr.,4.157.000 kr.,,
953,"Weidekampsgade 35, 5 tv",2300 København S,8.279.000 kr.,4.501.000 kr.,,
954,"Weidekampsgade 37, st tv",2300 København S,4.996.000 kr.,3.011.000 kr.,5.071.000 kr.,3.032.000 kr.
955,"Weidekampsgade 37, st th",2300 København S,5.566.000 kr.,3.352.000 kr.,5.650.000 kr.,3.375.000 kr.
956,"Weidekampsgade 37, 1 tv",2300 København S,3.940.000 kr.,2.338.000 kr.,3.999.000 kr.,2.354.000 kr.
957,"Weidekampsgade 37, 1 th",2300 København S,4.591.000 kr.,2.749.000 kr.,4.660.000 kr.,2.768.000 kr.
958,"Weidekampsgade 37, 2 tv",2300 København S,3.980.000 kr.,2.359.000 kr.,4.040.000 kr.,2.375.000 kr.
959,,,,,,
960,"Weidekampsgade 37, 2 th",2300 København S,4.637.000 kr.,2.773.000 kr.,4.707.000 kr.,2.792.000 kr.
961,"Weidekampsgade 37, 3 tv",2300 København S,4.043.000 kr.,2.389.000 kr.,4.104.000 kr.,2.406.000 kr.
962,"Weidekampsgade 37, 3 th",2300 København S,4.710.000 kr.,2.809.000 kr.,4.781.000 kr.,2.829.000 kr.
963,"Weidekampsgade 37, 4 tv",2300 København S,4.128.000 kr.,2.432.000 kr.,4.190.000 kr.,2.449.000 kr.
964,"Weidekampsgade 37, 4 th",2300 København S,4.810.000 kr.,2.860.000 kr.,4.882.000 kr.,2.880.000 kr.
965,"Weidekampsgade 37, 5 tv",2300 København S,4.124.000 kr.,2.431.000 kr.,4.186.000 kr.,2.448.000 kr.
966,"Weidekampsgade 37, 5 th",2300 København S,4.806.000 kr.,2.858.000 kr.,4.878.000 kr.,2.878.000 kr.
967,"Weidekampsgade 37, 6",2300 København S,7.256.000 kr.,3.983.000 kr.,7.365.000 kr.,4.011.000 kr.
968,"Weidekampsgade 39, st",2300 København S,4.994.000 kr.,2.999.000 kr.,5.069.000 kr.,3.020.000 kr.
969,"Weidekampsgade 39, 1 th",2300 København S,4.530.000 kr.,2.700.000 kr.,4.598.000 kr.,2.719.000 kr.
970,"Weidekampsgade 39, 1 tv",2300 København S,4.530.000 kr.,2.700.000 kr.,4.598.000 kr.,2.719.000 kr.
971,"Weidekampsgade 39, 2 th",2300 København S,4.576.000 kr.,2.723.000 kr.,4.645.000 kr.,2.742.000 kr.
972,"Weidekampsgade 39, 2 tv",2300 København S,4.576.000 kr.,2.723.000 kr.,4.645.000 kr.,2.742.000 kr.
973,"Weidekampsgade 39, 3 th",2300 København S,4.648.000 kr.,2.760.000 kr.,4.718.000 kr.,2.779.000 kr.
974,"Weidekampsgade 39, 3 tv",2300 København S,4.648.000 kr.,2.760.000 kr.,4.718.000 kr.,2.779.000 kr.
975,"Weidekampsgade 39, 4 th",2300 København S,4.746.000 kr.,2.809.000 kr.,4.817.000 kr.,2.829.000 kr.
976,"Weidekampsgade 39, 4 tv",2300 København S,4.746.000 kr.,2.809.000 kr.,4.817.000 kr.,2.829.000 kr.
977,"Weidekampsgade 39, 5 th",2300 København S,8.832.000 kr.,4.779.000 kr.,8.965.000 kr.,4.812.000 kr.
978,"Weidekampsgade 39, 5 tv",2300 København S,7.882.000 kr.,4.311.000 kr.,8.000.000 kr.,4.341.000 kr.
979,"Weidekampsgade 41, st tv",2300 København S,4.679.000 kr.,2.769.000 kr.,4.749.000 kr.,2.788.000 kr.
980,"Weidekampsgade 41, st th",2300 København S,7.273.000 kr.,4.003.000 kr.,7.382.000 kr.,4.031.000 kr.
981,"Weidekampsgade 41, 1 th",2300 København S,6.588.000 kr.,3.635.000 kr.,6.687.000 kr.,3.660.000 kr.
982,"Weidekampsgade 41, 1 tv",2300 København S,6.189.000 kr.,3.669.000 kr.,6.282.000 kr.,3.694.000 kr.
983,"Weidekampsgade 41, 2 th",2300 København S,6.655.000 kr.,3.667.000 kr.,6.755.000 kr.,3.692.000 kr.
984,"Weidekampsgade 41, 2 tv",2300 København S,6.252.000 kr.,3.701.000 kr.,6.346.000 kr.,3.727.000 kr.
985,"Weidekampsgade 41, 3 th",2300 København S,6.760.000 kr.,3.716.000 kr.,6.861.000 kr.,3.742.000 kr.
986,"Weidekampsgade 41, 3 tv",2300 København S,6.351.000 kr.,3.751.000 kr.,6.446.000 kr.,3.777.000 kr.
987,"Weidekampsgade 41, 4 th",2300 København S,6.901.000 kr.,3.784.000 kr.,7.005.000 kr.,3.810.000 kr.
988,"Weidekampsgade 41, 4 tv",2300 København S,6.485.000 kr.,3.818.000 kr.,6.582.000 kr.,3.845.000 kr.
989,"Weidekampsgade 41, 5 th",2300 København S,6.897.000 kr.,3.781.000 kr.,7.000.000 kr.,3.807.000 kr.
990,"Weidekampsgade 41, 5 tv",2300 København S,6.480.000 kr.,3.816.000 kr.,6.577.000 kr.,3.843.000 kr.
8796,"Gråspurvevej 25, 5 1",2400 København NV,4.002.000 kr.,2.350.000 kr.,4.062.000 kr.,2.366.000 kr.
8797,"Gråspurvevej 25, 5 2",2400 København NV,3.577.000 kr.,2.088.000 kr.,3.631.000 kr.,2.103.000 kr.
8798,"Gråspurvevej 25, 5 3",2400 København NV,4.174.000 kr.,2.455.000 kr.,4.237.000 kr.,2.472.000 kr.
8799,"Gråspurvevej 25, 6 1",2400 København NV,4.091.000 kr.,2.419.000 kr.,,
8800,"Gråspurvevej 25, 6 2",2400 København NV,3.656.000 kr.,2.150.000 kr.,,
8801,"Gråspurvevej 25, 6 3",2400 København NV,4.267.000 kr.,2.526.000 kr.,,
8802,"Gråspurvevej 25, 6 4",2400 København NV,4.267.000 kr.,2.526.000 kr.,,
8803,"Gråspurvevej 27, st",2400 København NV,3.038.000 kr.,1.715.000 kr.,,
8804,Trekroner 1,1259 København K,14.340.000 kr.,37.608.000 kr.,,
8805,"Gråspurvevej 27, 1 1",2400 København NV,3.425.000 kr.,1.966.000 kr.,,
8806,"Gråspurvevej 27, 1 2",2400 København NV,3.997.000 kr.,2.310.000 kr.,,
8807,"Gråspurvevej 27, 1 3",2400 København NV,3.956.000 kr.,2.285.000 kr.,,
8808,"Gråspurvevej 27, 1 4",2400 København NV,3.956.000 kr.,2.285.000 kr.,,
8809,"Gråspurvevej 27, 2 1",2400 København NV,3.460.000 kr.,1.995.000 kr.,,
8810,"Gråspurvevej 27, 2 2",2400 København NV,4.037.000 kr.,2.344.000 kr.,,
8811,"Gråspurvevej 27, 2 3",2400 København NV,3.996.000 kr.,2.319.000 kr.,,
8812,,,,,,
8813,"Gråspurvevej 27, 3 1",2400 København NV,3.514.000 kr.,2.039.000 kr.,,
8814,"Gråspurvevej 27, 3 2",2400 København NV,4.101.000 kr.,2.396.000 kr.,,
8815,"Gråspurvevej 27, 3 3",2400 København NV,4.059.000 kr.,2.371.000 kr.,,
8816,"Gråspurvevej 27, 3 4",2400 København NV,4.059.000 kr.,2.371.000 kr.,,
8817,"Gråspurvevej 27, 4 1",2400 København NV,3.588.000 kr.,2.097.000 kr.,,
8818,"Gråspurvevej 27, 4 2",2400 København NV,4.187.000 kr.,2.465.000 kr.,,
8819,"Gråspurvevej 27, 4 3",2400 København NV,6.363.000 kr.,3.670.000 kr.,,
8820,"Gråspurvevej 27, 5 1",2400 København NV,3.585.000 kr.,2.095.000 kr.,,
8821,"Gråspurvevej 27, 5 2",2400 København NV,4.184.000 kr.,2.462.000 kr.,,
8822,"Gråspurvevej 29, st",2400 København NV,3.918.000 kr.,2.243.000 kr.,,
8823,"Gråspurvevej 31, st",2400 København NV,3.282.000 kr.,1.864.000 kr.,,
8824,"Gråspurvevej 33, st",2400 København NV,3.284.000 kr.,1.866.000 kr.,,
8825,"Gråspurvevej 35, st",2400 København NV,3.927.000 kr.,2.251.000 kr.,,
8826,"Gråspurvevej 37, 1 1",2400 København NV,4.013.000 kr.,2.323.000 kr.,,
8827,,,,,,
8828,"Gråspurvevej 37, 1 2",2400 København NV,4.013.000 kr.,2.323.000 kr.,,
8829,"Gråspurvevej 37, 1 3",2400 København NV,3.806.000 kr.,2.200.000 kr.,,
8830,"Gråspurvevej 37, 1 4",2400 København NV,3.806.000 kr.,2.200.000 kr.,,
8831,"Gråspurvevej 37, 1 5",2400 København NV,3.971.000 kr.,2.299.000 kr.,,
8832,"Gråspurvevej 37, 2 1",2400 København NV,4.012.000 kr.,2.332.000 kr.,,
8833,"Gråspurvevej 37, 2 2",2400 København NV,4.054.000 kr.,2.358.000 kr.,,
8834,"Gråspurvevej 37, 2 3",2400 København NV,4.054.000 kr.,2.358.000 kr.,,
8835,"Gråspurvevej 37, 3 1",2400 København NV,4.118.000 kr.,2.409.000 kr.,,
8836,"Wildersgade 6B, 4 tv",1408 København K,4.617.000 kr.,2.880.000 kr.,,
8837,"Gråspurvevej 37, 3 2",2400 København NV,4.118.000 kr.,2.409.000 kr.,,
8838,"Gråspurvevej 37, 3 3",2400 København NV,3.905.000 kr.,2.281.000 kr.,,
8839,"Gråspurvevej 37, 3 4",2400 København NV,3.905.000 kr.,2.281.000 kr.,,
8840,"Gråspurvevej 37, 3 5",2400 København NV,4.075.000 kr.,2.383.000 kr.,,
8841,"Gråspurvevej 37, 4 1",2400 København NV,4.161.000 kr.,2.452.000 kr.,,
8842,"Gråspurvevej 37, 4 2",2400 København NV,4.205.000 kr.,2.478.000 kr.,,
8843,"Bispebjerg Bakke 22C, st th",2400 København NV,,52.139.000 kr.,,
8844,"Bispebjerg Bakke 22A, st th",2400 København NV,,52.139.000 kr.,,
8845,"Bispebjerg Bakke 18M, st th",2400 København NV,,52.139.000 kr.,,
8846,"Bispebjerg Bakke 18K, st th",2400 København NV,,52.731.000 kr.,,
8847,"Bispebjerg Bakke 18G, st th",2400 København NV,,52.140.000 kr.,,
8848,"Bispebjerg Bakke 18E, st th",2400 København NV,,50.957.000 kr.,,
8849,"Bispebjerg Bakke 18C, st th",2400 København NV,,50.957.000 kr.,,
8850,"Bispebjerg Bakke 18A, st th",2400 København NV,,52.139.000 kr.,,
8851,"Bispebjerg Bakke 26A, st th",2400 København NV,,52.139.000 kr.,,
8852,"Bispebjerg Bakke 26C, st th",2400 København NV,,52.139.000 kr.,,
8853,"Bispebjerg Bakke 22F, 5",2400 København NV,11.935.000 kr.,11.065.000 kr.,,
8854,Hammelstrupvej 2,2450 København SV,,15.768.000 kr.,,
8855,,,,,,
8856,Stubmøllevej 3,2450 København SV,,6.333.000 kr.,,
8857,"Stubmøllevej 1, 1 101",2450 København SV,3.045.000 kr.,2.145.000 kr.,,
8858,"Stubmøllevej 1, 1 102",2450 København SV,,,,
8864,"Gråspurvevej 41, st",2400 København NV,3.305.000 kr.,1.885.000 kr.,,
8865,"Wildersgade 6B, 4 th",1408 København K,5.035.000 kr.,3.160.000 kr.,,
8866,,,,,,
8867,"Gråspurvevej 43, 1 1",2400 København NV,3.466.000 kr.,1.999.000 kr.,,
8868,"Gråspurvevej 43, 1 2",2400 København NV,4.087.000 kr.,2.375.000 kr.,,
8869,"Gråspurvevej 43, 1 3",2400 København NV,3.961.000 kr.,2.299.000 kr.,,
8870,"Gråspurvevej 43, 2 1",2400 København NV,3.917.000 kr.,2.282.000 kr.,,
8871,"Gråspurvevej 43, 2 2",2400 København NV,3.917.000 kr.,2.282.000 kr.,,
8872,"Gråspurvevej 43, 2 3",2400 København NV,4.086.000 kr.,2.383.000 kr.,,
8873,"Gråspurvevej 43, 2 4",2400 København NV,3.500.000 kr.,2.028.000 kr.,,
8874,"Gråspurvevej 43, 2 5",2400 København NV,4.128.000 kr.,2.408.000 kr.,,
8875,"Gråspurvevej 43, 2 6",2400 København NV,4.001.000 kr.,2.333.000 kr.,,
8876,"Gråspurvevej 43, 3 1",2400 København NV,3.556.000 kr.,2.073.000 kr.,,
8877,"Gråspurvevej 43, 3 2",2400 København NV,4.193.000 kr.,2.461.000 kr.,,
8878,"Gråspurvevej 43, 3 3",2400 København NV,4.064.000 kr.,2.383.000 kr.,,
8879,"Gråspurvevej 45, st",2400 København NV,4.010.000 kr.,2.310.000 kr.,,
8880,"Gråspurvevej 47, st",2400 København NV,3.248.000 kr.,1.854.000 kr.,,
8881,"Gråspurvevej 1, kl",2400 København NV,,28.919.000 kr.,,
8882,"Stubmøllevej 1, 1 105",2450 København SV,4.311.000 kr.,3.110.000 kr.,,
8883,"Stubmøllevej 1, 1 106",2450 København SV,3.186.000 kr.,2.252.000 kr.,,
8884,"Stubmøllevej 1, 1 107",2450 København SV,3.139.000 kr.,2.217.000 kr.,,
8885,"Stubmøllevej 1, 1 108",2450 København SV,3.139.000 kr.,2.217.000 kr.,,
8886,"Stubmøllevej 1, 1 109",2450 København SV,3.139.000 kr.,2.217.000 kr.,,
8887,"Stubmøllevej 1, 1 110",2450 København SV,2.522.000 kr.,1.752.000 kr.,,
8888,"Stubmøllevej 1, 1 111",2450 København SV,3.139.000 kr.,2.217.000 kr.,,
8889,"Stubmøllevej 1, 1 112",2450 København SV,3.139.000 kr.,2.217.000 kr.,,
8890,"Stubmøllevej 1, 1 113",2450 København SV,3.139.000 kr.,2.217.000 kr.,,
8891,"Stubmøllevej 1, 1 114",2450 København SV,3.139.000 kr.,2.217.000 kr.,,
8892,"Stubmøllevej 1, 1 115",2450 København SV,3.186.000 kr.,2.252.000 kr.,,
8893,"Stubmøllevej 1, 1 116",2450 København SV,4.311.000 kr.,3.110.000 kr.,,
8894,"Stubmøllevej 1, 1 117",2450 København SV,2.761.000 kr.,1.931.000 kr.,,
8895,"Stubmøllevej 1, 1 118",2450 København SV,2.761.000 kr.,1.931.000 kr.,,
8896,,,,,,
8897,"Stubmøllevej 1, 1 119",2450 København SV,3.045.000 kr.,2.145.000 kr.,,
8898,"Stubmøllevej 1, 2 201",2450 København SV,3.076.000 kr.,2.164.000 kr.,,
8899,"Stubmøllevej 1, 2 202",2450 København SV,2.789.000 kr.,1.947.000 kr.,,
8900,"Stubmøllevej 1, 2 203",2450 København SV,2.789.000 kr.,1.947.000 kr.,,
8901,"Stubmøllevej 1, 2 204",2450 København SV,2.885.000 kr.,2.020.000 kr.,,
8902,"Stubmøllevej 1, 2 205",2450 København SV,4.355.000 kr.,3.138.000 kr.,,
8903,"Stubmøllevej 1, 2 206",2450 København SV,3.219.000 kr.,2.272.000 kr.,,
8904,,,,,,
8905,"Stubmøllevej 1, 2 207",2450 København SV,3.171.000 kr.,2.236.000 kr.,,
8906,"Stubmøllevej 1, 2 208",2450 København SV,3.171.000 kr.,2.236.000 kr.,,
8907,"Stubmøllevej 1, 2 209",2450 København SV,3.171.000 kr.,2.236.000 kr.,,
8908,"Stubmøllevej 1, 2 210",2450 København SV,2.548.000 kr.,1.768.000 kr.,,
8909,"Stubmøllevej 1, 2 211",2450 København SV,3.171.000 kr.,2.236.000 kr.,,
8910,"Stubmøllevej 1, 2 212",2450 København SV,3.171.000 kr.,2.236.000 kr.,,
8911,"Stubmøllevej 1, 2 213",2450 København SV,3.171.000 kr.,2.236.000 kr.,,
8912,,,,,,
8913,"Stubmøllevej 1, 2 214",2450 København SV,3.171.000 kr.,2.236.000 kr.,,
8914,"Stubmøllevej 1, 2 215",2450 København SV,3.219.000 kr.,2.272.000 kr.,,
8915,"Stubmøllevej 1, 2 216",2450 København SV,4.355.000 kr.,3.138.000 kr.,,
8916,"Stubmøllevej 1, 2 217",2450 København SV,2.789.000 kr.,1.947.000 kr.,,
8917,"Stubmøllevej 1, 2 218",2450 København SV,2.789.000 kr.,1.947.000 kr.,,
8918,"Stubmøllevej 1, 2 219",2450 København SV,3.076.000 kr.,2.164.000 kr.,,
8919,"Damagervej 1, kl",2450 København SV,,4.191.000 kr.,,
8920,,,,,,
8921,"Carl Langes Vej 42, st 1",2500 Valby,,10.383.000 kr.,,
8922,"Carl Langes Vej 42, 2 tv",2500 Valby,3.792.000 kr.,2.333.000 kr.,,
8923,"Carl Langes Vej 42, 2 th",2500 Valby,3.792.000 kr.,2.333.000 kr.,,
8924,,,,,,
8925,"Carl Langes Vej 44, st 1",2500 Valby,,10.730.000 kr.,,
8926,"Carl Langes Vej 44, 2 tv",2500 Valby,3.753.000 kr.,2.306.000 kr.,,
8927,"Carl Langes Vej 44, 2 th",2500 Valby,3.753.000 kr.,2.306.000 kr.,,
8928,,,,,,
8929,"Carl Langes Vej 46, st 1",2500 Valby,,10.572.000 kr.,,
8930,"Carl Langes Vej 46, 2 tv",2500 Valby,3.683.000 kr.,2.270.000 kr.,,
8931,,,,,,
8932,"Carl Langes Vej 46, 2 th",2500 Valby,3.683.000 kr.,2.270.000 kr.,,
8933,Borneovej 2A,2300 København S,3.249.000 kr.,2.207.000 kr.,,
8934,"Haraldsgade 85, st",2100 København Ø,8.979.000 kr.,5.242.000 kr.,,
8935,"Haraldsgade 85, 2",2100 København Ø,5.444.000 kr.,3.485.000 kr.,,
8936,"Frederiksborgvej 13, 1 th",2400 København NV,3.782.000 kr.,2.819.000 kr.,,
8937,"Frederiksborgvej 15, 1 tv",2400 København NV,3.736.000 kr.,2.784.000 kr.,,
8938,"Frederiksborgvej 15, 1 th",2400 København NV,3.736.000 kr.,2.784.000 kr.,,
8939,,,,,,
8940,"Sortedam Dossering 65A, kl 14",2100 København Ø,,210.000 kr.,,
8941,"Sortedam Dossering 65A, kl 15",2100 København Ø,,51.000 kr.,,
8942,,,,,,
8943,Bristol Allé 14A,2300 København S,8.430.000 kr.,3.472.000 kr.,,
8944,Valbygårdsvej 40B,2500 Valby,15.578.000 kr.,6.058.000 kr.,,
8945,"Vimmelskaftet 36, 2",1161 København K,11.772.000 kr.,6.963.000 kr.,,
8946,,,,,,
8947,"Bodenhoffs Plads 8, st th",1430 København K,7.910.000 kr.,4.987.000 kr.,,
8948,"Kinavej 2, st",2300 København S,4.776.000 kr.,3.223.000 kr.,,
8949,"Østerbrogade 92, 5 tv",2100 København Ø,9.004.000 kr.,5.486.000 kr.,,
8950,"Østerbrogade 92, 5 th",2100 København Ø,10.179.000 kr.,6.253.000 kr.,,
8951,,,,,,
8952,"Carl Langes Vej 39, st 1",2500 Valby,,10.944.000 kr.,,
8953,"Carl Langes Vej 39, 2 tv",2500 Valby,3.895.000 kr.,2.393.000 kr.,,
8954,"Carl Langes Vej 39, 2 th",2500 Valby,3.895.000 kr.,2.393.000 kr.,,
8955,"Holsteinsgade 57, 5 tv",2100 København Ø,9.418.000 kr.,5.822.000 kr.,,
8956,"Strandlodsvej 29, 2 tv",2300 København S,,214.215.000 kr.,,
8957,"Strandlodsvej 37, 1 1",2300 København S,,24.319.000 kr.,,
8958,"Strandlodsvej 37, st",2300 København S,,3.892.000 kr.,,
8959,,,,,,
8960,,,,,,
8961,,,,,,
8962,,,,,,
8963,,,,,,
8964,,,,,,
8965,,,,,,
8966,"Reventlowsgade 10, kl",1651 København V,,85.190.000 kr.,,
8967,"Reventlowsgade 10, 4 th",1651 København V,10.385.000 kr.,6.428.000 kr.,,
8968,"Reventlowsgade 10A, 5 tv",1651 København V,4.878.000 kr.,3.173.000 kr.,,
8969,"Reventlowsgade 10A, 5 th",1651 København V,4.827.000 kr.,3.139.000 kr.,,
8970,"Skellet 4, st th",2500 Valby,,416.276.000 kr.,,
8971,"Valbyholm 17, st",2500 Valby,,8.378.000 kr.,,
8972,,,,,,
8973,Nørregade 33,1165 København K,,67.508.000 kr.,,
8974,,,,,,
8975,,,,,,
8976,,,,,,
8977,,,,,,
8978,,,,,,
8979,,,,,,
8980,,,,,,
8981,Abel Cathrines Gade 1,1654 København V,,97.441.000 kr.,,
8982,,,,,,
8983,,,,,,
8984,,,,,,
8985,,,,,,
8986,,,,,,
8987,,,,,,
8988,,,,,,
8989,Abel Cathrines Gade 6,1654 København V,,61.078.000 kr.,,
8990,,,,,,
8991,,,,,,
8992,,,,,,
8993,,,,,,
8994,,,,,,
8995,,,,,,
8996,,,,,,
8997,,,,,,
8998,"Wildersgade 6A, st tv",1408 København K,4.576.000 kr.,2.907.000 kr.,,
8999,,,,,,
9000,"Spinderigade 5, 3 2",2500 Valby,7.164.000 kr.,4.450.000 kr.,,
9001,"Spinderigade 5, 3 3",2500 Valby,5.516.000 kr.,3.508.000 kr.,,
9002,"Spinderigade 5, 3 4",2500 Valby,5.223.000 kr.,3.331.000 kr.,,
9003,"Spinderigade 5, 3 5",2500 Valby,6.850.000 kr.,4.273.000 kr.,,
9004,"Spinderigade 5, 3 6",2500 Valby,7.216.000 kr.,4.480.000 kr.,,
9005,"Spinderigade 5, 3 7",2500 Valby,5.516.000 kr.,3.508.000 kr.,,
9006,"Spinderigade 5, 3 8",2500 Valby,5.715.000 kr.,3.625.000 kr.,,
9007,"Annexstræde 21, 1 th",2500 Valby,5.172.000 kr.,3.139.000 kr.,,
9008,"Annexstræde 21, 2 tv",2500 Valby,4.318.000 kr.,2.619.000 kr.,,
9009,"Annexstræde 21, 2 th",2500 Valby,5.225.000 kr.,3.172.000 kr.,,
9010,"Annexstræde 21, 3 tv",2500 Valby,4.386.000 kr.,2.660.000 kr.,,
9011,"Annexstræde 21, 3 th",2500 Valby,5.307.000 kr.,3.221.000 kr.,,
9012,"Spinderigade 12, 1 tv",2500 Valby,5.371.000 kr.,3.255.000 kr.,,
9013,"Spinderigade 12, 1 th",2500 Valby,4.460.000 kr.,2.708.000 kr.,,
9014,"Spinderigade 12, 2 tv",2500 Valby,5.426.000 kr.,3.290.000 kr.,,
9015,"Spinderigade 12, 2 th",2500 Valby,4.505.000 kr.,2.737.000 kr.,,
9016,Abel Cathrines Gade 7,1654 København V,,90.376.000 kr.,,
9017,"Spinderigade 12, 3 tv",2500 Valby,5.511.000 kr.,3.340.000 kr.,,
9018,"Spinderigade 12, 3 th",2500 Valby,4.576.000 kr.,2.779.000 kr.,,
9019,"Spinderigade 14, 1 tv",2500 Valby,4.404.000 kr.,2.670.000 kr.,,
9020,"Spinderigade 14, 1 th",2500 Valby,4.404.000 kr.,2.670.000 kr.,,
9021,"Spinderigade 14, 2 tv",2500 Valby,4.448.000 kr.,2.700.000 kr.,,
9022,"Spinderigade 14, 2 th",2500 Valby,4.448.000 kr.,2.700.000 kr.,,
8194,"Robert Jacobsens Vej 70, 2 t3",2300 København S,5.623.000 kr.,3.044.000 kr.,,
8195,"Robert Jacobsens Vej 70, 2 t4",2300 København S,4.417.000 kr.,2.502.000 kr.,,
8196,"Robert Jacobsens Vej 70, 4 1",2300 København S,2.726.000 kr.,1.511.000 kr.,,
8197,"Robert Jacobsens Vej 70, 4 2",2300 København S,3.836.000 kr.,2.171.000 kr.,,
8198,"Robert Jacobsens Vej 70, 4 3",2300 København S,2.567.000 kr.,1.416.000 kr.,,
8199,"Robert Jacobsens Vej 70, 4 4",2300 København S,4.040.000 kr.,2.289.000 kr.,,
8200,Ewaldsgade 5,2200 København N,,13.994.000 kr.,,
8201,"Robert Jacobsens Vej 70, 5 1",2300 København S,2.726.000 kr.,1.511.000 kr.,,
8202,"Robert Jacobsens Vej 70, 5 2",2300 København S,3.836.000 kr.,2.171.000 kr.,,
8203,"Robert Jacobsens Vej 70, 5 3",2300 København S,2.567.000 kr.,1.416.000 kr.,,
8204,"Robert Jacobsens Vej 70, 5 4",2300 København S,4.040.000 kr.,2.289.000 kr.,,
8205,"Robert Jacobsens Vej 70, 6 1",2300 København S,2.726.000 kr.,1.511.000 kr.,,
8206,"Robert Jacobsens Vej 70, 6 2",2300 København S,3.836.000 kr.,2.171.000 kr.,,
8207,"Robert Jacobsens Vej 70, 6 3",2300 København S,2.567.000 kr.,1.416.000 kr.,,
8208,"Robert Jacobsens Vej 70, 6 4",2300 København S,4.040.000 kr.,2.289.000 kr.,,
8209,"Wildersgade 6B, 1 th",1408 København K,4.807.000 kr.,3.034.000 kr.,,
8210,"Robert Jacobsens Vej 70, 7 p1",2300 København S,6.025.000 kr.,3.488.000 kr.,,
8211,"Robert Jacobsens Vej 70, 7 p2",2300 København S,4.812.000 kr.,2.821.000 kr.,,
8212,"Robert Jacobsens Vej 70, 7 p3",2300 København S,6.126.000 kr.,3.540.000 kr.,,
8213,"Robert Jacobsens Vej 70, 7 p4",2300 København S,7.447.000 kr.,4.100.000 kr.,,
8214,"Robert Jacobsens Vej 70, 7 p5",2300 København S,4.812.000 kr.,2.821.000 kr.,,
8215,"Robert Jacobsens Vej 72, 2 t1",2300 København S,4.149.000 kr.,2.276.000 kr.,,
8216,"Robert Jacobsens Vej 72, 2 t2",2300 København S,5.235.000 kr.,2.748.000 kr.,,
