property_id,adresse,by_og_zip,ejendomsværdi_2024,grundværdi_2024,ejendomsværdi_2022,grundværdi_2022
7691,"Valmuevej 8, st",2300 København S,3.366.000 kr.,2.209.000 kr.,,
7692,,,,,,
7693,"Valmuevej 8, 1",2300 København S,3.437.000 kr.,2.248.000 kr.,,
7694,"Hauser Plads 28C, st",1127 København K,,2.118.000 kr.,,
7695,"Hauser Plads 30, 1",1127 København K,5.452.000 kr.,3.506.000 kr.,,
7696,"Hauser Plads 30, 2",1127 København K,5.508.000 kr.,3.536.000 kr.,,
7697,"Hauser Plads 30, 3",1127 København K,5.652.000 kr.,3.623.000 kr.,,
7698,"Hauser Plads 30, 4",1127 København K,5.771.000 kr.,3.688.000 kr.,,
7699,"Frederik VII's Gade 9, st tv",2200 København N,6.309.000 kr.,4.046.000 kr.,,
7700,"Hauser Plads 30, 5",1127 København K,5.806.000 kr.,3.691.000 kr.,,
7701,"Hauser Plads 30A, kl",1127 København K,,1.982.000 kr.,,
7702,"Hauser Plads 32A, st",1127 København K,,35.684.000 kr.,,
7703,"Hauser Plads 32, 1",1127 København K,,6.625.000 kr.,,
7704,"Hauser Plads 32, 2",1127 København K,,7.640.000 kr.,,
7705,"Hauser Plads 32, 3 th",1127 København K,,6.645.000 kr.,,
7706,"Hauser Plads 32, 4",1127 København K,,10.068.000 kr.,,
7707,"Frederik VII's Gade 9, 2 tv",2200 København N,4.568.000 kr.,2.887.000 kr.,,
7708,"Hauser Plads 32, 3 tv",1127 København K,,1.154.000 kr.,,
7709,"Hauser Plads 30B, st",1127 København K,,1.210.000 kr.,,
7710,"Hauser Plads 30A, 1",1127 København K,,3.633.000 kr.,,
7711,"Hauser Plads 30A, 2",1127 København K,,3.131.000 kr.,,
7712,"Hauser Plads 30A, 3",1127 København K,,1.626.000 kr.,,
7713,"Hauser Plads 30D, st",1127 København K,,376.000 kr.,,
7714,"Hauser Plads 30C, 1",1127 København K,,1.646.000 kr.,,
7715,"Frederik VII's Gade 9, 3 tv",2200 København N,4.640.000 kr.,2.927.000 kr.,,
7716,"Karensgade 7, 1",2500 Valby,3.633.000 kr.,2.362.000 kr.,,
7717,Samosvej 56,2300 København S,15.782.000 kr.,5.484.000 kr.,,
7718,"Rådhusstræde 4H, st",1466 København K,,530.000 kr.,,
7719,"Rådhusstræde 4G, st",1466 København K,,4.567.000 kr.,,
7720,"Rådhusstræde 4F, 1",1466 København K,4.965.000 kr.,3.228.000 kr.,,
7721,"Rådhusstræde 4F, 2",1466 København K,5.016.000 kr.,3.255.000 kr.,,
7722,"Rådhusstræde 4F, 3 tv",1466 København K,5.095.000 kr.,3.300.000 kr.,,
7723,"Frederik VII's Gade 9, 4 th",2200 København N,5.031.000 kr.,3.163.000 kr.,,
7724,"Rådhusstræde 4F, 3 th",1466 København K,4.624.000 kr.,2.984.000 kr.,,
7725,"Rådhusstræde 4A, st",1466 København K,,4.176.000 kr.,,
7726,"Rådhusstræde 4B, 1 tv",1466 København K,5.958.000 kr.,3.845.000 kr.,,
7727,"Rådhusstræde 4B, 1 th",1466 København K,6.244.000 kr.,4.025.000 kr.,,
7728,"Rådhusstræde 4B, 2 tv",1466 København K,6.605.000 kr.,4.242.000 kr.,,
7729,"Rådhusstræde 4B, 2 th",1466 København K,6.018.000 kr.,3.879.000 kr.,,
7730,"Rådhusstræde 4B, 3 tv",1466 København K,6.769.000 kr.,4.336.000 kr.,,
7731,"Frederik VII's Gade 9, 4 tv",2200 København N,3.940.000 kr.,2.433.000 kr.,,
7732,"Rådhusstræde 4B, 3 th",1466 København K,6.171.000 kr.,3.968.000 kr.,,
7733,"Rådhusstræde 4B, 4 tv",1466 København K,7.330.000 kr.,4.658.000 kr.,,
7734,"Rådhusstræde 4B, 4 th",1466 København K,4.921.000 kr.,3.130.000 kr.,,
7735,"Rådhusstræde 4C, 1",1466 København K,5.962.000 kr.,3.838.000 kr.,,
7736,"Rådhusstræde 4C, 2",1466 København K,6.022.000 kr.,3.873.000 kr.,,
7737,"Rådhusstræde 4C, 3",1466 København K,6.058.000 kr.,3.888.000 kr.,,
7738,"Rådhusstræde 4C, 4",1466 København K,6.207.000 kr.,3.962.000 kr.,,
7739,Rådhusstræde 4D,1466 København K,10.576.000 kr.,5.756.000 kr.,,
7740,"Wildersgade 6C, 4 tv",1408 København K,4.831.000 kr.,3.027.000 kr.,,
7741,Rådhusstræde 4E,1466 København K,8.181.000 kr.,886.000 kr.,,
7742,"Dalføret 7, 5",2300 København S,4.682.000 kr.,3.147.000 kr.,,
7743,"Dalføret 9, 5",2300 København S,4.747.000 kr.,3.184.000 kr.,,
7744,"Dalføret 11, 5",2300 København S,4.781.000 kr.,3.204.000 kr.,,
7745,"Dalføret 13, 5",2300 København S,4.650.000 kr.,3.119.000 kr.,,
7746,"Dalføret 15, 5",2300 København S,5.163.000 kr.,3.481.000 kr.,,
7747,"Dalføret 17, 5",2300 København S,6.227.000 kr.,4.136.000 kr.,,
7748,"Peder Lykkes Vej 58, 5",2300 København S,4.563.000 kr.,3.092.000 kr.,,
7749,"Peder Lykkes Vej 56, 5",2300 København S,4.259.000 kr.,2.886.000 kr.,,
7750,"Peder Lykkes Vej 54, 5 tv",2300 København S,4.551.000 kr.,3.082.000 kr.,,
7751,"Peder Lykkes Vej 54, 5 th",2300 København S,4.156.000 kr.,2.812.000 kr.,,
7752,"Englandsvej 44, 5",2300 København S,4.804.000 kr.,3.226.000 kr.,,
7753,"Englandsvej 42, 5",2300 København S,4.576.000 kr.,3.083.000 kr.,,
7754,"Englandsvej 40, 5",2300 København S,4.537.000 kr.,3.070.000 kr.,,
7755,"Valdemar Holmers Gade 4, 2",2100 København Ø,7.141.000 kr.,4.483.000 kr.,,
7756,Lemnosvej 13,2300 København S,10.794.000 kr.,4.483.000 kr.,,
7757,,,,,,
7758,Romsdalsgade 8,2300 København S,,97.083.000 kr.,,
7759,"Cort Adelers Gade 1, 5 tv",1053 København K,12.107.000 kr.,6.980.000 kr.,,
7760,"Vinkelager 27, 4 tv",2720 Vanløse,4.122.000 kr.,2.859.000 kr.,,
7761,"Vinkelager 27, 4 th",2720 Vanløse,4.744.000 kr.,3.307.000 kr.,,
7762,"Vinkelager 25, 4 tv",2720 Vanløse,4.104.000 kr.,2.848.000 kr.,,
7763,"Vinkelager 25, 4 th",2720 Vanløse,4.723.000 kr.,3.295.000 kr.,,
7764,"Vinkelager 23, 4",2720 Vanløse,6.698.000 kr.,4.309.000 kr.,,
7765,"Vinkelager 21, 4",2720 Vanløse,6.523.000 kr.,4.213.000 kr.,,
7766,"Vinkelager 19, 4 tv",2720 Vanløse,4.047.000 kr.,2.833.000 kr.,,
7767,"Cort Adelers Gade 1, 5 th",1053 København K,12.846.000 kr.,7.576.000 kr.,,
7768,"Herluf Trolles Gade 22, 5 tv",1052 København K,6.102.000 kr.,3.819.000 kr.,,
7769,"Wildersgade 6C, 4 th",1408 København K,4.950.000 kr.,3.106.000 kr.,,
7770,"Herluf Trolles Gade 22, 5 th",1052 København K,9.754.000 kr.,6.015.000 kr.,,
7771,,,,,,
7772,,,,,,
7773,Siljangade 12,2300 København S,,6.251.000 kr.,,
7774,Vestervang 48A,2500 Valby,9.786.000 kr.,3.982.000 kr.,,
7775,,,,,,
7776,"Drechselsgade 8B, st tv",2300 København S,4.845.000 kr.,3.295.000 kr.,,
7777,"Drechselsgade 8B, st mf",2300 København S,4.954.000 kr.,3.373.000 kr.,,
7778,"Drechselsgade 8B, st th",2300 København S,5.613.000 kr.,3.832.000 kr.,,
7779,"Drechselsgade 8B, 1 tv",2300 København S,4.566.000 kr.,3.084.000 kr.,,
7780,"Drechselsgade 8B, 1 mf",2300 København S,4.621.000 kr.,3.122.000 kr.,,
7781,"Drechselsgade 8B, 1 th",2300 København S,5.733.000 kr.,3.903.000 kr.,,
7782,"Drechselsgade 8B, 2 tv",2300 København S,4.613.000 kr.,3.111.000 kr.,,
7783,"Drechselsgade 8B, 2 mf",2300 København S,4.668.000 kr.,3.150.000 kr.,,
7784,"Drechselsgade 8B, 2 th",2300 København S,5.791.000 kr.,3.938.000 kr.,,
7785,"Drechselsgade 8B, 3 tv",2300 København S,9.405.000 kr.,6.188.000 kr.,,
7786,"Drechselsgade 8B, 3 th",2300 København S,5.883.000 kr.,3.992.000 kr.,,
7787,"Frederik VII's Gade 9, 2 th",2200 København N,6.022.000 kr.,3.849.000 kr.,,
7788,"Drechselsgade 8B, 4 tv",2300 København S,9.603.000 kr.,6.302.000 kr.,,
7789,"Drechselsgade 8B, 4 th",2300 København S,6.006.000 kr.,4.066.000 kr.,,
7790,"Drechselsgade 8B, 5 tv",2300 København S,9.595.000 kr.,6.298.000 kr.,,
7791,"Drechselsgade 8B, 5 th",2300 København S,6.001.000 kr.,4.064.000 kr.,,
7792,"Drechselsgade 8B, 6",2300 København S,9.248.000 kr.,5.700.000 kr.,,
7793,"Drechselsgade 8A, st tv",2300 København S,4.399.000 kr.,2.970.000 kr.,,
7794,"Drechselsgade 8A, st th",2300 København S,5.713.000 kr.,3.897.000 kr.,,
7795,"Drechselsgade 8A, 1 tv",2300 København S,5.835.000 kr.,3.969.000 kr.,,
7796,"Drechselsgade 8A, 1 th",2300 København S,5.835.000 kr.,3.969.000 kr.,,
7797,"Drechselsgade 8A, 2 tv",2300 København S,5.895.000 kr.,4.004.000 kr.,,
7798,"Drechselsgade 8A, 2 th",2300 København S,5.895.000 kr.,4.004.000 kr.,,
7799,"Drechselsgade 8A, 3 tv",2300 København S,5.987.000 kr.,4.060.000 kr.,,
7800,"Drechselsgade 8A, 3 th",2300 København S,5.987.000 kr.,4.060.000 kr.,,
7801,"Drechselsgade 8A, 4 tv",2300 København S,6.113.000 kr.,4.135.000 kr.,,
7802,"Drechselsgade 8A, 4 th",2300 København S,6.113.000 kr.,4.135.000 kr.,,
7803,"Drechselsgade 8A, 5 tv",2300 København S,6.108.000 kr.,4.132.000 kr.,,
7804,"Drechselsgade 8A, 5 th",2300 København S,6.108.000 kr.,4.132.000 kr.,,
7805,"Drechselsgade 6B, st tv",2300 København S,4.433.000 kr.,2.991.000 kr.,,
9398,Amagerfælledvej 203,2300 København S,,17.862.000 kr.,,
9399,,,,,,
9400,"Viktoriagade 5, st tv",1655 København V,7.236.000 kr.,3.855.000 kr.,7.345.000 kr.,3.882.000 kr.
9401,"Viktoriagade 5, st th",1655 København V,7.304.000 kr.,3.890.000 kr.,7.414.000 kr.,3.917.000 kr.
9402,Abildgaardsgade 28,2100 København Ø,11.661.000 kr.,6.527.000 kr.,,
9403,"Viktoriagade 5, 1 tv",1655 København V,7.391.000 kr.,3.927.000 kr.,,
9404,"Viktoriagade 5, 1 th",1655 København V,7.460.000 kr.,3.961.000 kr.,,
9405,"Viktoriagade 5, 2 tv",1655 København V,7.466.000 kr.,3.960.000 kr.,,
9406,"Viktoriagade 5, 2 th",1655 København V,7.536.000 kr.,3.996.000 kr.,,
9407,"Viktoriagade 5, 3 tv",1655 København V,7.584.000 kr.,4.015.000 kr.,,
9408,"Viktoriagade 5, 3 th",1655 København V,7.655.000 kr.,4.051.000 kr.,,
9409,"Viktoriagade 5, 4 tv",1655 København V,7.743.000 kr.,4.088.000 kr.,,
9410,Abildgaardsgade 29,2100 København Ø,13.177.000 kr.,6.692.000 kr.,,
9411,"Viktoriagade 5, 4 th",1655 København V,7.816.000 kr.,4.124.000 kr.,,
9412,Bag Elefanterne 21,1799 København V,,15.545.000 kr.,,
9413,"Store Kongensgade 96, st th",1264 København K,,2.967.000 kr.,,
9414,Emblasgade 127,2100 København Ø,,384.240.000 kr.,,
9415,Rovsingsgade 63D,2200 København N,,61.492.000 kr.,,
9416,Ragnhildgade 31,2100 København Ø,,46.111.000 kr.,,
9417,Abildgaardsgade 30,2100 København Ø,12.578.000 kr.,6.521.000 kr.,,
9418,,,,,,
9419,,,,,,
9420,Sundkrogen 6,2100 København Ø,,11.088.000 kr.,,
9421,"Sundkrogen 4, k2",2100 København Ø,,6.455.000 kr.,,
9422,"Heimdalsgade 18, st th",2200 København N,5.488.000 kr.,3.641.000 kr.,,
9423,"Heimdalsgade 18, st tv",2200 København N,7.237.000 kr.,4.744.000 kr.,,
9424,Richard Mortensens Vej 134,2300 København S,4.532.000 kr.,1.912.000 kr.,,
9425,Richard Mortensens Vej 136,2300 København S,4.307.000 kr.,1.880.000 kr.,,
9426,Richard Mortensens Vej 138,2300 København S,4.522.000 kr.,1.914.000 kr.,,
9427,Richard Mortensens Vej 140,2300 København S,4.520.000 kr.,1.913.000 kr.,,
9428,Richard Mortensens Vej 142,2300 København S,4.518.000 kr.,1.912.000 kr.,,
9429,Richard Mortensens Vej 144,2300 København S,4.745.000 kr.,1.941.000 kr.,,
9430,Richard Mortensens Vej 146,2300 København S,4.741.000 kr.,1.938.000 kr.,,
9431,Abildgaardsgade 31,2100 København Ø,13.531.000 kr.,6.748.000 kr.,,
9432,Richard Mortensens Vej 148,2300 København S,4.511.000 kr.,1.907.000 kr.,,
9433,Richard Mortensens Vej 150,2300 København S,4.737.000 kr.,1.936.000 kr.,,
9434,Richard Mortensens Vej 152,2300 København S,4.732.000 kr.,1.933.000 kr.,,
9435,Richard Mortensens Vej 154,2300 København S,4.288.000 kr.,1.867.000 kr.,,
9436,Richard Mortensens Vej 156,2300 København S,4.500.000 kr.,1.900.000 kr.,,
9437,Richard Mortensens Vej 158,2300 København S,4.515.000 kr.,1.909.000 kr.,,
9438,Richard Mortensens Vej 160,2300 København S,4.723.000 kr.,1.928.000 kr.,,
9439,Abildgaardsgade 32,2100 København Ø,13.001.000 kr.,6.755.000 kr.,,
9440,Richard Mortensens Vej 162,2300 København S,4.832.000 kr.,1.992.000 kr.,,
9441,Richard Mortensens Vej 164,2300 København S,4.694.000 kr.,2.021.000 kr.,,
9442,Richard Mortensens Vej 166,2300 København S,4.848.000 kr.,2.123.000 kr.,,
9443,Richard Mortensens Vej 168,2300 København S,4.842.000 kr.,2.119.000 kr.,,
9444,Richard Mortensens Vej 170,2300 København S,5.754.000 kr.,2.574.000 kr.,,
9445,Richard Mortensens Vej 100,2300 København S,4.760.000 kr.,1.949.000 kr.,,
9446,Richard Mortensens Vej 102,2300 København S,4.530.000 kr.,1.919.000 kr.,,
9447,Abildgaardsgade 33,2100 København Ø,15.971.000 kr.,12.513.000 kr.,,
9448,Richard Mortensens Vej 104,2300 København S,4.530.000 kr.,1.918.000 kr.,,
9449,Richard Mortensens Vej 106,2300 København S,4.528.000 kr.,1.917.000 kr.,,
9450,Richard Mortensens Vej 108,2300 København S,4.756.000 kr.,1.946.000 kr.,,
9451,Richard Mortensens Vej 110,2300 København S,4.753.000 kr.,1.944.000 kr.,,
9452,Richard Mortensens Vej 112,2300 København S,4.522.000 kr.,1.914.000 kr.,,
9453,Richard Mortensens Vej 114,2300 København S,4.750.000 kr.,1.943.000 kr.,,
9454,Richard Mortensens Vej 116,2300 København S,4.525.000 kr.,1.908.000 kr.,,
9455,Abildgaardsgade 34,2100 København Ø,12.997.000 kr.,6.499.000 kr.,,
9456,Richard Mortensens Vej 118,2300 København S,4.517.000 kr.,1.911.000 kr.,,
9457,Richard Mortensens Vej 120,2300 København S,4.515.000 kr.,1.910.000 kr.,,
9461,Richard Mortensens Vej 128,2300 København S,4.517.000 kr.,1.999.000 kr.,,
9462,Richard Mortensens Vej 130,2300 København S,5.151.000 kr.,2.325.000 kr.,,
9463,Richard Mortensens Vej 132,2300 København S,5.776.000 kr.,2.588.000 kr.,,
9464,"Wildersgade 6A, 2 tv",1408 København K,4.721.000 kr.,2.987.000 kr.,,
9465,"Gyldenrisvej 4, kl",2300 København S,,115.206.000 kr.,,
9466,Gyldenrisvej 4,2300 København S,,43.875.000 kr.,,
9467,Marmorvej 51,2100 København Ø,,714.624.000 kr.,,
9468,Vigerslev Allé 196,2500 Valby,6.307.000 kr.,3.032.000 kr.,,
9469,Blommehaven 37,2500 Valby,6.572.000 kr.,3.480.000 kr.,,
9470,,,,,,
9471,Njalsgade 21E,2300 København S,,160.827.000 kr.,,
9472,Njalsgade 17A,2300 København S,,131.637.000 kr.,,
9473,,,,,,
9474,Kongshaven 23B,2500 Valby,7.357.000 kr.,3.021.000 kr.,,
9475,Frederikssundsvej 358,2700 Brønshøj,8.714.000 kr.,5.072.000 kr.,,
9476,Luftmarinegade 40,1432 København K,8.316.000 kr.,3.224.000 kr.,,
9477,Luftmarinegade 38,1432 København K,7.752.000 kr.,3.158.000 kr.,,
9478,Luftmarinegade 36,1432 København K,7.655.000 kr.,3.141.000 kr.,,
9479,Luftmarinegade 34,1432 København K,7.582.000 kr.,3.115.000 kr.,,
9480,Luftmarinegade 32,1432 København K,7.995.000 kr.,3.139.000 kr.,,
9481,Abildgaardsgade 35,2100 København Ø,13.960.000 kr.,6.736.000 kr.,,
9482,Luftmarinegade 104,1432 København K,8.071.000 kr.,3.174.000 kr.,,
9483,Luftmarinegade 106,1432 København K,7.695.000 kr.,3.155.000 kr.,,
9484,Luftmarinegade 108,1432 København K,7.733.000 kr.,3.168.000 kr.,,
9485,Luftmarinegade 110,1432 København K,6.510.000 kr.,3.088.000 kr.,,
9486,Luftmarinegade 112,1432 København K,7.927.000 kr.,3.224.000 kr.,,
9487,Luftmarinegade 114,1432 København K,8.007.000 kr.,3.251.000 kr.,,
9488,Luftmarinegade 116,1432 København K,7.156.000 kr.,3.167.000 kr.,,
9489,Abildgaardsgade 36,2100 København Ø,12.663.000 kr.,6.503.000 kr.,,
9490,Luftmarinegade 118,1432 København K,8.263.000 kr.,3.228.000 kr.,,
9491,,,,,,
9492,Nordbyvej 19A,2720 Vanløse,6.971.000 kr.,3.212.000 kr.,,
9493,Gråbynkevej 8B,2700 Brønshøj,10.847.000 kr.,3.866.000 kr.,,
9494,Gernersgade 24,1319 København K,,11.609.000 kr.,,
9495,"Allersgade 5, kl",2200 København N,,6.048.000 kr.,,
9496,Rævegade 12,1315 København K,,45.409.000 kr.,,
9497,Abildgaardsgade 37,2100 København Ø,11.805.000 kr.,7.005.000 kr.,,
9498,"Allersgade 7, kl",2200 København N,,7.470.000 kr.,,
9499,"Allersgade 9, kl",2200 København N,,85.969.000 kr.,,
9500,Sankt Pauls Plads 1,1314 København K,,55.359.000 kr.,,
9501,,,,,,
9502,,,,,,
9503,Enghavevej 81,2450 København SV,,142.129.000 kr.,,
9504,Abildgaardsgade 38,2100 København Ø,12.851.000 kr.,6.528.000 kr.,,
9505,,,,,,
9506,"Dagmarsgade 9, 1 101",2200 København N,,100.188.000 kr.,,
9507,Kærskiftevej 31,2500 Valby,4.834.000 kr.,2.809.000 kr.,,
9508,,,,,,
9509,,,,,,
9510,Abildgaardsgade 40,2100 København Ø,12.636.000 kr.,6.796.000 kr.,,
9511,,,,,,
9512,"Spontinisvej 1B, st",2450 København SV,,1.770.000 kr.,,
9513,"Spontinisvej 1B, 1",2450 København SV,,1.799.000 kr.,,
9514,"Hans Knudsens Plads 1, kl 3007",2100 København Ø,,3.422.000 kr.,,
9515,"Hans Knudsens Plads 1, st 3015",2100 København Ø,,8.632.000 kr.,,
9516,"Hans Knudsens Plads 1, 10 1101",2100 København Ø,,13.067.000 kr.,,
9517,"Hans Knudsens Plads 1, 10 3101",2100 København Ø,,41.982.000 kr.,,
9518,,,,,,
9519,Luftmarinegade 82,1432 København K,8.409.000 kr.,3.231.000 kr.,,
9520,Luftmarinegade 80,1432 København K,7.894.000 kr.,3.179.000 kr.,,
9521,Luftmarinegade 78,1432 København K,7.907.000 kr.,3.184.000 kr.,,
9522,Luftmarinegade 76,1432 København K,7.205.000 kr.,3.141.000 kr.,,
9523,Luftmarinegade 74,1432 København K,7.873.000 kr.,3.172.000 kr.,,
9524,Abildgaardsgade 41,2100 København Ø,12.929.000 kr.,6.703.000 kr.,,
9525,Luftmarinegade 72,1432 København K,7.155.000 kr.,3.123.000 kr.,,
9526,Luftmarinegade 70,1432 København K,7.835.000 kr.,3.159.000 kr.,,
9527,Luftmarinegade 68,1432 København K,7.810.000 kr.,3.151.000 kr.,,
9528,Luftmarinegade 66,1432 København K,7.719.000 kr.,3.142.000 kr.,,
9529,Luftmarinegade 64,1432 København K,6.311.000 kr.,3.021.000 kr.,,
9530,Luftmarinegade 62,1432 København K,8.128.000 kr.,3.161.000 kr.,,
9531,Grysgårdsvej 1,2400 København NV,9.925.000 kr.,4.910.000 kr.,,
9532,Abildgaardsgade 42,2100 København Ø,14.927.000 kr.,12.348.000 kr.,,
9533,Grysgårdsvej 3,2400 København NV,10.173.000 kr.,4.766.000 kr.,,
9534,Grysgårdsvej 5,2400 København NV,9.594.000 kr.,4.837.000 kr.,,
9535,Grysgårdsvej 7,2400 København NV,11.775.000 kr.,4.797.000 kr.,,
9536,Grysgårdsvej 9,2400 København NV,10.819.000 kr.,4.860.000 kr.,,
9537,Grysgårdsvej 11,2400 København NV,10.430.000 kr.,4.895.000 kr.,,
9538,Grysgårdsvej 13,2400 København NV,11.127.000 kr.,4.866.000 kr.,,
9539,Grysgårdsvej 15,2400 København NV,11.078.000 kr.,4.911.000 kr.,,
9540,Abildgaardsgade 43,2100 København Ø,12.971.000 kr.,6.675.000 kr.,,
9541,Grysgårdsvej 17,2400 København NV,11.219.000 kr.,4.957.000 kr.,,
9542,Grysgårdsvej 19,2400 København NV,13.349.000 kr.,8.304.000 kr.,,
9543,Grysgårdsvej 2,2400 København NV,10.993.000 kr.,4.707.000 kr.,,
9544,Grysgårdsvej 4,2400 København NV,9.480.000 kr.,4.738.000 kr.,,
9545,Grysgårdsvej 6,2400 København NV,10.989.000 kr.,4.833.000 kr.,,
9546,Grysgårdsvej 8,2400 København NV,11.838.000 kr.,4.807.000 kr.,,
9547,Grysgårdsvej 10,2400 København NV,11.287.000 kr.,4.866.000 kr.,,
9548,Grysgårdsvej 12,2400 København NV,11.817.000 kr.,4.851.000 kr.,,
9549,Grysgårdsvej 14,2400 København NV,10.723.000 kr.,4.780.000 kr.,,
9550,Grysgårdsvej 16,2400 København NV,11.867.000 kr.,4.986.000 kr.,,
9551,Grysgårdsvej 18,2400 København NV,13.525.000 kr.,7.812.000 kr.,,
9552,Grysgårdsvej 20,2400 København NV,12.666.000 kr.,8.349.000 kr.,,
9553,Vognborgvej 1,2400 København NV,8.917.000 kr.,4.745.000 kr.,,
9554,Vognborgvej 3,2400 København NV,9.638.000 kr.,4.773.000 kr.,,
9555,Vognborgvej 5,2400 København NV,11.283.000 kr.,4.815.000 kr.,,
9556,Vognborgvej 7,2400 København NV,11.498.000 kr.,4.835.000 kr.,,
9557,Vognborgvej 9,2400 København NV,14.458.000 kr.,8.001.000 kr.,,
9558,Vognborgvej 11,2400 København NV,10.633.000 kr.,4.862.000 kr.,,
9559,Abildgaardsgade 44,2100 København Ø,13.050.000 kr.,6.783.000 kr.,,
9560,Vognborgvej 13,2400 København NV,11.617.000 kr.,4.830.000 kr.,,
9561,Vognborgvej 15,2400 København NV,11.631.000 kr.,4.730.000 kr.,,
9562,Vognborgvej 2,2400 København NV,12.325.000 kr.,7.370.000 kr.,,
9563,Vognborgvej 4,2400 København NV,11.230.000 kr.,4.668.000 kr.,,
9564,Vognborgvej 6,2400 København NV,11.743.000 kr.,7.815.000 kr.,,
9565,Vognborgvej 8,2400 København NV,10.144.000 kr.,4.662.000 kr.,,
9566,Vognborgvej 10,2400 København NV,10.158.000 kr.,4.718.000 kr.,,
9567,Abildgaardsgade 45,2100 København Ø,12.609.000 kr.,6.992.000 kr.,,
9568,Vognborgvej 12,2400 København NV,9.411.000 kr.,4.687.000 kr.,,
9569,Vognborgvej 14,2400 København NV,8.138.000 kr.,4.809.000 kr.,,
9570,Vognborgvej 16,2400 København NV,9.644.000 kr.,4.863.000 kr.,,
9571,Ørestads Boulevard 30,2300 København S,,344.000 kr.,,
9572,"Dronningens Tværgade 40, st th",1302 København K,5.303.000 kr.,3.673.000 kr.,,
9573,,,,,,
9574,Urtehaven 92,2500 Valby,4.206.000 kr.,3.166.000 kr.,,
9575,Abildgaardsgade 46,2100 København Ø,13.779.000 kr.,6.867.000 kr.,,
9576,Urtehaven 94,2500 Valby,4.204.000 kr.,3.164.000 kr.,,
9577,Urtehaven 96,2500 Valby,4.180.000 kr.,3.145.000 kr.,,
9578,Urtehaven 98,2500 Valby,4.173.000 kr.,3.148.000 kr.,,
9579,Urtehaven 100,2500 Valby,4.133.000 kr.,3.080.000 kr.,,
9580,Urtehaven 102,2500 Valby,3.950.000 kr.,2.870.000 kr.,,
9581,Urtehaven 104,2500 Valby,4.045.000 kr.,2.904.000 kr.,,
9582,"Ahornsgade 15, st",2200 København N,7.628.000 kr.,5.970.000 kr.,,
9583,Abildgaardsgade 47,2100 København Ø,13.600.000 kr.,6.837.000 kr.,,
9584,"Ahornsgade 17, kl tv",2200 København N,,74.000 kr.,,
9585,"Ahornsgade 19, kl tv",2200 København N,,456.000 kr.,,
9586,"Ahornsgade 17, st",2200 København N,8.063.000 kr.,5.216.000 kr.,,
9587,"Ahornsgade 17, 1",2200 København N,7.933.000 kr.,5.011.000 kr.,,
9588,"Ahornsgade 17, 2",2200 København N,8.014.000 kr.,5.055.000 kr.,,
9589,"Ahornsgade 17, 3",2200 København N,8.140.000 kr.,5.124.000 kr.,,
9590,"Ahornsgade 17, 4",2200 København N,8.311.000 kr.,5.219.000 kr.,,
9591,Abildgaardsgade 48,2100 København Ø,16.302.000 kr.,7.584.000 kr.,,
9592,"Ahornsgade 19, kl th",2200 København N,,473.000 kr.,,
9593,"Ahornsgade 19, st",2200 København N,5.574.000 kr.,3.584.000 kr.,,
9594,"Ahornsgade 19, 1",2200 København N,6.554.000 kr.,4.290.000 kr.,,
9595,"Ahornsgade 19, 2",2200 København N,6.777.000 kr.,4.328.000 kr.,,
9596,"Ahornsgade 19, 3",2200 København N,6.724.000 kr.,4.388.000 kr.,,
9597,"Ahornsgade 19, 4",2200 København N,7.029.000 kr.,4.468.000 kr.,,
9598,"Kigkurren 3, st",2300 København S,5.828.000 kr.,5.503.000 kr.,,
9599,"Kigkurren 3, 1",2300 København S,6.473.000 kr.,5.971.000 kr.,,
9600,"Wildersgade 6A, 2 th",1408 København K,4.384.000 kr.,2.760.000 kr.,,
9601,Kigkurren 1,2300 København S,,15.175.000 kr.,,
9602,"Weidekampsgade 14, st",2300 København S,,311.985.000 kr.,,
9603,"Thorshavnsgade 3, kl",2300 København S,,2.740.000 kr.,,
9604,"Islands Brygge 36A, st 1",2300 København S,4.031.000 kr.,2.275.000 kr.,,
9605,"Islands Brygge 36A, st 2",2300 København S,4.629.000 kr.,2.638.000 kr.,,
9606,"Islands Brygge 36A, st 3",2300 København S,5.402.000 kr.,3.099.000 kr.,,
9607,"Islands Brygge 36A, 1 1",2300 København S,5.982.000 kr.,3.424.000 kr.,,
9608,"Islands Brygge 36A, 1 2",2300 København S,4.561.000 kr.,2.585.000 kr.,,
9609,"Islands Brygge 36A, 1 3",2300 København S,4.727.000 kr.,2.685.000 kr.,,
9610,"Islands Brygge 36A, 2 1",2300 København S,5.983.000 kr.,3.420.000 kr.,,
9611,"Islands Brygge 36A, 2 2",2300 København S,4.663.000 kr.,2.642.000 kr.,,
9612,"Islands Brygge 36A, 2 3",2300 København S,4.775.000 kr.,2.709.000 kr.,,
9613,"Islands Brygge 36A, 3 1",2300 København S,6.078.000 kr.,3.466.000 kr.,,
2174,"Sundby Parkvej 12, 4 tv",2300 København S,6.717.000 kr.,3.968.000 kr.,,
2175,"Sundby Parkvej 12, 4 th",2300 København S,4.444.000 kr.,2.612.000 kr.,,
2176,"Sundby Parkvej 14, st th",2300 København S,6.143.000 kr.,3.661.000 kr.,,
2177,"Sundby Parkvej 14, st tv",2300 København S,4.673.000 kr.,2.779.000 kr.,,
